,bitcoin,ethereum,tether
2021-01-09 20:19:47.184,,,88962951699.99239
2021-01-09 21:05:25.889,57658349115.36819,,
2021-01-09 21:20:25.042,,31938858697.226078,
2021-01-09 21:22:21.887,,,88364154626.18575
2021-01-09 22:01:31.061,,,88364154626.18575
2021-01-09 22:22:56.062,,34960143545.19547,
2021-01-09 22:23:34.208,56288865857.24629,,
2021-01-09 23:18:23.717,,,88843690833.95743
2021-01-09 23:20:18.484,,34872801592.06152,
2021-01-09 23:21:24.029,55464020133.87324,,
2021-01-10 00:16:43.073,,35015486049.468864,
2021-01-10 00:18:31.964,56524776473.19914,,
2021-01-10 00:18:39.514,,,89689405217.70457
2021-01-10 01:04:28.976,,35039390362.03681,
2021-01-10 01:07:05.629,54644164526.7773,,
2021-01-10 01:39:47.814,,,89819710040.70355
2021-01-10 02:01:29.941,56886871347.68055,,
2021-01-10 02:02:58.754,,36215793690.84845,
2021-01-10 02:38:19.753,,,90296731342.73827
2021-01-10 03:07:03.341,,36583197931.49206,
2021-01-10 03:19:41.688,55975525062.01456,,
2021-01-10 03:37:59.383,,,90764778317.19086
2021-01-10 04:18:09.583,56342169519.93732,,
2021-01-10 04:20:57.004,,36667057231.99187,
2021-01-10 04:39:20.742,,,91278237574.68272
2021-01-10 05:07:28.808,,34909890433.61893,
2021-01-10 05:14:49.705,52484486993.52653,,
2021-01-10 05:38:47.647,,,86668319430.47144
2021-01-10 06:03:21.871,,36663247261.10959,
2021-01-10 06:19:21.088,56833579956.68228,,
2021-01-10 06:39:48.049,,,93279370094.39668
2021-01-10 07:05:18.097,57194963781.84615,,
2021-01-10 07:07:41.342,,36787287730.81099,
2021-01-10 07:38:27.437,,,93422324223.38994
2021-01-10 08:04:00.749,57106801832.863365,,
2021-01-10 08:18:54.573,,37365146203.898056,
2021-01-10 12:06:11.825,,,93123028187.02995
2021-01-10 13:21:11.828,,40988463175.589294,
2021-01-10 13:21:48.601,60436585739.82717,,
2021-01-10 13:36:48.410,,,97849119742.22186
2021-01-10 14:20:48.798,59906237988.25905,,
2021-01-10 14:21:04.858,,41308737190.61996,
2021-01-10 14:37:49.397,,,98890159191.3082
2021-01-10 15:21:55.816,60223282023.158165,,
2021-01-10 15:24:29.827,,41505080505.69803,
2021-01-10 15:38:52.109,,,98818626799.74844
2021-01-10 16:05:28.196,,41964302843.33445,
2021-01-10 16:24:31.190,58689611621.02282,,
2021-01-10 16:37:36.672,,,100115428035.34233
2021-01-10 17:11:23.438,,40954503789.906265,
2021-01-10 17:13:24.297,57346255303.516235,,
2021-01-10 17:37:57.643,,,97321246181.2091
2021-01-10 18:08:15.675,,42573624235.194565,
2021-01-10 18:12:01.765,61706255661.369865,,
2021-01-10 18:38:15.002,,,102525270863.56778
2021-01-10 19:05:00.481,,43125630479.40149,
2021-01-10 19:08:44.097,62626118125.84898,,
2021-01-10 19:38:10.773,,,104828716239.63553
2021-01-10 20:19:31.930,,42684282605.938484,
2021-01-10 20:29:27.988,63327927727.87839,,
2021-01-10 20:41:43.546,,,102803560646.99785
2021-01-10 21:06:45.337,69357300628.23181,,
2021-01-10 21:07:26.513,,45030663834.33234,
2021-01-10 21:39:59.395,,,110882057086.94508
2021-01-10 22:06:25.345,,45066505813.04157,
2021-01-10 22:14:27.894,72545988889.6677,,
2021-01-10 22:38:07.969,,,112946934846.09584
2021-01-10 23:16:48.059,73036025674.35593,,
2021-01-10 23:16:54.930,,44847650417.94027,
2021-01-10 23:39:17.957,,,113187178994.25511
2021-01-11 00:14:16.913,72420555506.15395,,
2021-01-11 00:14:23.895,,43773815895.048836,
2021-01-11 00:39:49.435,,,111921393101.636
2021-01-11 01:15:01.818,74393830124.86209,,
2021-01-11 01:15:15.616,,44480325887.68477,
2021-01-11 01:39:00.847,,,114684637392.38785
2021-01-11 02:08:32.868,73501840524.9024,,
2021-01-11 02:11:08.661,,41181469474.968094,
2021-01-11 02:37:31.219,,,109202380762.93347
2021-01-11 03:12:46.676,73733314566.78174,,
2021-01-11 03:13:36.989,,43562021365.55485,
2021-01-11 03:38:14.514,,,113089308404.62068
2021-01-11 04:17:11.985,,46035798834.652214,
2021-01-11 04:17:21.749,79161532589.16966,,
2021-01-11 04:38:43.720,,,117401993519.25243
2021-01-11 05:18:00.250,77098286782.89912,,
2021-01-11 05:24:49.247,,48359650257.31722,
2021-01-11 05:39:30.306,,,116518330783.09521
2021-01-11 06:03:11.073,82861866432.07756,,
2021-01-11 06:04:51.495,,48276855371.854614,
2021-01-11 06:39:34.725,,,118636814466.2276
2021-01-11 07:05:27.696,83069093101.58653,,
2021-01-11 07:09:34.239,,48713385820.95506,
2021-01-11 07:37:17.250,,,112598164717.23692
2021-01-11 08:12:02.187,,51690824731.61261,
2021-01-11 08:17:07.010,92007934323.71127,,
2021-01-11 08:38:39.665,,,133945507059.64954
2021-01-11 09:27:00.376,,54948409189.35245,
2021-01-11 09:28:51.624,95403997148.10654,,
2021-01-11 09:38:41.666,,,136770851022.40848
2021-01-11 10:11:20.446,98910938281.24081,,
2021-01-11 10:16:10.530,,56954173563.37484,
2021-01-11 10:45:06.516,,,141918103648.61835
2021-01-11 11:23:48.668,94937439319.82645,,
2021-01-11 11:35:08.123,,55575079454.73994,
2021-01-11 11:43:56.700,,,138127070634.26865
2021-01-11 12:13:06.981,91293825219.63112,,
2021-01-11 12:15:05.762,,53103613127.80138,
2021-01-11 12:39:47.205,,,130964943718.17757
2021-01-11 13:18:05.232,,54217310489.00141,
2021-01-11 13:18:06.898,87718314128.53372,,
2021-01-11 13:38:56.508,,,129308837546.13914
2021-01-11 14:09:47.587,,54373560387.87112,
2021-01-11 14:27:44.510,91145241345.04305,,
2021-01-11 14:38:47.212,,,123130487511.62614
2021-01-11 15:09:37.641,102103670615.68187,,
2021-01-11 15:14:39.513,,57785360292.21793,
2021-01-11 15:21:39.125,,,142091203155.61508
2021-01-11 16:00:08.702,,48919661096.99539,
2021-01-11 16:00:43.946,,,142091203155.61508
2021-01-11 16:01:21.396,101037434528.41733,,
2021-01-11 17:22:42.164,,,123710288709.31732
2021-01-11 17:28:24.913,105659658306.04584,,
2021-01-11 17:28:58.305,,52179344081.36177,
2021-01-11 18:09:39.001,,,146465445151.07623
2021-01-11 18:19:27.733,108312114347.606,,
2021-01-11 18:19:40.261,,54822959012.47843,
2021-01-11 19:22:47.864,,,145898127753.7498
2021-01-11 19:23:56.644,,57182268847.07188,
2021-01-11 19:27:12.628,106182948291.31728,,
2021-01-11 20:11:37.682,,,146027249808.95428
2021-01-11 20:17:00.966,,57105448461.10794,
2021-01-11 20:20:01.177,106926006018.31836,,
2021-01-11 21:08:08.687,,62133828217.051025,
2021-01-11 21:22:42.338,,,150092203697.24307
2021-01-11 21:26:54.210,111137976278.97002,,
2021-01-11 22:18:41.288,,63583825982.30609,
2021-01-11 22:18:51.027,,,145849431991.2094
2021-01-11 22:25:39.571,106305059072.48352,,
2021-01-11 23:14:49.629,,,150103551574.6464
2021-01-11 23:21:20.498,,65954724370.78941,
2021-01-11 23:26:19.721,109590585970.99254,,
2021-01-12 00:04:17.651,,67107873698.86543,
2021-01-12 00:05:26.939,111564381499.1961,,
2021-01-12 00:06:31.229,,,151288274893.9023
2021-01-12 01:05:36.635,,66410384561.1976,
2021-01-12 01:06:31.753,110608166068.86108,,
2021-01-12 01:16:53.464,,,153060127164.52606
2021-01-12 02:08:06.442,,65528817192.61452,
2021-01-12 02:15:12.596,109122439707.34665,,
2021-01-12 02:18:54.525,,,151788665920.9984
2021-01-12 03:08:13.316,,,150989492929.00436
2021-01-12 03:13:43.746,108448844477.80888,,
2021-01-12 03:13:47.317,,65389154362.993706,
2021-01-12 04:07:54.645,,,148913913343.00134
2021-01-12 04:19:26.477,,59598289095.17924,
2021-01-12 04:20:29.027,110192751970.15538,,
2021-01-12 05:05:13.237,,60623326395.36787,
2021-01-12 05:08:29.390,109239778680.8641,,
2021-01-12 05:20:36.812,,,148721877378.85785
2021-01-12 06:05:02.092,,,148721877378.85785
2021-01-12 06:08:17.855,109330891616.50865,,
2021-01-12 06:08:53.652,,62009432514.38531,
2021-01-12 07:09:05.278,,,149918928038.11316
2021-01-12 07:18:33.547,,60267431688.84209,
2021-01-12 07:19:58.054,99930635606.64102,,
2021-01-12 08:02:06.294,,57285323715.54817,
2021-01-12 08:08:56.086,99676752043.84268,,
2021-01-12 08:13:57.455,,,135766300980.59738
2021-01-12 09:23:00.894,,,138109426406.0511
2021-01-12 09:26:58.242,100370239037.24788,,
2021-01-12 09:27:13.423,,54065451185.14603,
2021-01-12 10:07:10.135,,54022481167.61294,
2021-01-12 10:08:26.838,100771935217.82251,,
2021-01-12 10:08:38.365,,,137674364480.23474
2021-01-12 11:07:30.626,,,135842222493.72697
2021-01-12 11:13:16.857,100252152660.43785,,
2021-01-12 11:17:52.368,,54068431697.30825,
2021-01-12 12:11:36.209,,,135737520304.64876
2021-01-12 12:23:35.487,,53671006153.89503,
2021-01-12 12:31:29.102,98252510189.99379,,
2021-01-12 13:15:25.102,,,131470644600.5961
2021-01-12 13:15:26.018,,52347490502.632,
2021-01-12 13:18:22.816,97433196642.21547,,
2021-01-12 14:22:18.418,90894579779.8717,,
2021-01-12 14:25:31.196,,48702960192.94896,
2021-01-12 14:26:48.069,,,125995414387.74902
2021-01-12 15:10:16.323,89433809960.6028,,
2021-01-12 15:15:26.769,,50890990024.164894,
2021-01-12 15:34:41.685,,,124950910643.12247
2021-01-12 16:13:39.368,,,124085685139.93317
2021-01-12 16:21:20.507,86042315518.25203,,
2021-01-12 16:27:37.900,,50081607509.10919,
2021-01-12 17:17:42.689,83680670096.51291,,
2021-01-12 17:17:43.987,,,120112411277.82504
2021-01-12 17:17:51.234,,48289463551.695045,
2021-01-12 18:06:52.472,,45767581944.07048,
2021-01-12 18:08:37.082,78285141795.33928,,
2021-01-12 18:13:38.870,,,113728739393.02635
2021-01-12 19:08:43.921,,,111729662091.4666
2021-01-12 19:12:17.108,,43582563826.74022,
2021-01-12 19:12:42.470,76310221803.55704,,
2021-01-12 20:05:21.005,,42386745937.472,
2021-01-12 20:13:27.144,74136814071.7934,,
2021-01-12 20:13:37.495,,,107809659761.85168
2021-01-12 21:06:15.455,,,106562003347.39522
2021-01-12 21:25:36.985,,42057943500.3006,
2021-01-12 21:27:01.998,72764029150.01138,,
2021-01-12 22:07:17.440,,41767196578.09233,
2021-01-12 22:22:08.909,,,105031660270.17064
2021-01-12 22:26:44.215,71733252524.96605,,
2021-01-12 23:05:00.711,69646719863.38332,,
2021-01-12 23:22:39.983,,,98641615847.47221
2021-01-12 23:26:44.001,,37563901207.86439,
2021-01-13 00:02:57.511,68954134557.3671,,
2021-01-13 00:08:30.897,,,98800015371.18352
2021-01-13 00:32:10.248,,36245610736.85886,
2021-01-13 01:06:48.514,65627729933.9088,,
2021-01-13 01:17:52.774,,,96233551854.79005
2021-01-13 01:34:42.275,,35922096955.59532,
2021-01-13 02:05:39.008,,,98539715190.55496
2021-01-13 02:18:04.913,67524492871.14538,,
2021-01-13 02:26:46.102,,36830034344.65568,
2021-01-13 03:02:15.531,,,98565413680.81946
2021-01-13 03:16:46.701,68664588918.61627,,
2021-01-13 03:21:45.505,,37600525835.89092,
2021-01-13 04:02:14.229,,,94728658254.6195
2021-01-13 04:19:31.511,,37538194965.14223,
2021-01-13 04:25:42.183,69639775880.51685,,
2021-01-13 05:06:51.985,,39458896407.399765,
2021-01-13 05:14:30.703,69214673147.85211,,
2021-01-13 05:16:31.269,,,100258997216.0637
2021-01-13 06:01:46.389,,,100258997216.0637
2021-01-13 06:02:03.363,68093048812.40925,,
2021-01-13 06:07:33.906,,39160868126.93731,
2021-01-13 07:04:34.713,,38961532679.429405,
2021-01-13 07:18:13.023,,,99494912672.44868
2021-01-13 07:20:22.454,68814459348.47386,,
2021-01-13 08:06:45.605,,,101493193742.68109
2021-01-13 08:07:45.181,,39475725028.117874,
2021-01-13 08:25:55.223,66953209776.29964,,
2021-01-13 09:16:18.171,,38652024200.78078,
2021-01-13 09:16:32.016,,,95995130071.38574
2021-01-13 09:17:27.751,67059417071.43342,,
2021-01-13 10:24:58.353,,,100318075914.53651
2021-01-13 10:27:14.154,,38864502838.81919,
2021-01-13 10:27:41.213,71166695194.56801,,
2021-01-13 11:08:57.874,,,98792254020.96893
2021-01-13 11:15:15.090,,37726621335.619545,
2021-01-13 11:18:31.469,69868053375.15031,,
2021-01-13 12:14:00.467,,,96521776982.23442
2021-01-13 12:25:46.483,69433361684.58673,,
2021-01-13 12:25:49.822,,37063478922.2991,
2021-01-13 13:08:01.527,68799950984.75449,,
2021-01-13 13:08:12.428,,36927289173.54879,
2021-01-13 13:16:09.160,,,95876920651.58694
2021-01-13 14:31:50.115,,,90968256733.8562
2021-01-13 14:33:03.478,67307665844.10338,,
2021-01-13 14:33:33.506,,33503824955.008743,
2021-01-13 15:04:27.545,,32277717044.58134,
2021-01-13 15:07:09.147,,,88003560940.66689
2021-01-13 15:09:14.451,64778913222.352486,,
2021-01-13 16:08:58.565,,33470316297.63979,
2021-01-13 16:18:10.546,,,88599142768.98665
2021-01-13 16:33:24.527,60417897985.77854,,
2021-01-13 17:14:34.670,,,83301409143.67294
2021-01-13 17:28:12.018,59172891777.91789,,
2021-01-13 17:28:14.298,,30649114023.294617,
2021-01-13 18:04:11.578,,,83073462223.69247
2021-01-13 18:06:47.192,59050797917.30663,,
2021-01-13 18:27:08.003,,29413625830.494625,
2021-01-13 19:19:02.317,62140690811.697426,,
2021-01-13 19:27:19.641,,,85467485676.74504
2021-01-13 19:29:22.060,,30096493731.064144,
2021-01-13 20:03:24.311,62598804342.138275,,
2021-01-13 20:03:32.251,,29914529054.45528,
2021-01-13 20:05:14.709,,,85467485676.74504
2021-01-13 21:17:59.980,,31502178148.365364,
2021-01-13 21:19:29.074,,,86424110244.4617
2021-01-13 21:21:37.867,62931769814.24442,,
2021-01-13 22:16:22.567,66116276096.04289,,
2021-01-13 22:19:50.366,,,88794360381.168
2021-01-13 22:25:22.760,,32384987832.032436,
2021-01-13 23:11:15.142,,,88414527670.6178
2021-01-13 23:14:36.325,,32189384340.25919,
2021-01-13 23:23:38.032,65887394817.6236,,
2021-01-14 00:02:17.363,,32166268470.073753,
2021-01-14 00:03:27.051,,,88304528335.44354
2021-01-14 00:09:34.644,64899561283.904144,,
2021-01-14 01:06:41.251,,,87921153767.449
2021-01-14 01:09:39.824,,29623390701.781124,
2021-01-14 01:09:44.711,63680715836.910934,,
2021-01-14 02:12:12.549,,,80821931222.71112
2021-01-14 02:21:47.224,61600005299.646355,,
2021-01-14 02:22:01.152,,29818914780.252052,
2021-01-14 03:09:50.947,,29378329980.44791,
2021-01-14 03:11:21.637,,,79642219626.9857
2021-01-14 03:23:25.391,60277847560.390564,,
2021-01-14 04:09:13.634,,,77789333167.11055
2021-01-14 04:13:34.686,59368592722.5794,,
2021-01-14 04:13:39.440,,28918884205.601643,
2021-01-14 05:05:03.608,,,77318936121.13275
2021-01-14 05:08:14.185,58644430428.37708,,
2021-01-14 05:08:18.422,,27906158395.398067,
2021-01-14 06:14:54.277,,,74336175806.0258
2021-01-14 06:18:30.083,55674269468.309814,,
2021-01-14 06:24:39.860,,28766988000.83087,
2021-01-14 07:00:14.096,,29091159677.35323,
2021-01-14 07:10:50.130,59000810876.92153,,
2021-01-14 07:22:15.207,,,77140307632.51562
2021-01-14 08:19:27.029,,,77396864763.6895
2021-01-14 08:29:07.179,59283614971.140015,,
2021-01-14 08:29:27.434,,30584942809.76602,
2021-01-14 09:01:35.565,,30783608341.48956,
2021-01-14 09:15:27.417,57401002592.64271,,
2021-01-14 09:21:51.745,,,76361391873.54982
2021-01-14 10:27:23.834,,,76250049082.96997
2021-01-14 10:32:12.511,57230130021.862946,,
2021-01-14 10:32:14.326,,29851232073.70959,
2021-01-14 11:12:05.630,,,76273749427.6033
2021-01-14 11:28:07.094,57535159468.127846,,
2021-01-14 11:28:38.346,,31000365802.72868,
2021-01-14 12:28:39.064,,29359629346.273106,
2021-01-14 12:34:39.883,56274242744.399376,,
2021-01-14 12:41:44.978,,,72587999419.98701
2021-01-14 13:13:46.618,,,75442622147.25575
2021-01-14 13:29:18.033,,31473279014.24747,
2021-01-14 13:29:53.165,57240797478.74761,,
2021-01-14 14:03:18.638,56118629560.423134,,
2021-01-14 14:13:02.795,,32436982666.76932,
2021-01-14 14:27:13.776,,,75086669582.90982
2021-01-14 15:05:02.014,,,75086669582.90982
2021-01-14 15:05:06.162,,33727668390.67369,
2021-01-14 15:08:36.101,60432841771.50732,,
2021-01-14 16:15:30.933,,34092475882.43273,
2021-01-14 16:19:48.231,,,82144276938.21793
2021-01-14 16:23:37.075,60495272836.291,,
2021-01-14 17:01:58.673,,,82144276938.21793
2021-01-14 17:07:52.141,,34073251051.179756,
2021-01-14 17:10:57.763,61232285537.97883,,
2021-01-14 18:09:20.387,61477349250.55936,,
2021-01-14 18:09:55.790,,35275462960.219315,
2021-01-14 18:28:29.278,,,84337347743.2828
2021-01-14 19:12:07.236,,35122509336.40557,
2021-01-14 19:16:38.213,58374991200.56526,,
2021-01-14 19:27:16.417,,,81553935362.26195
2021-01-14 20:05:05.366,58506700737.40515,,
2021-01-14 20:17:09.178,,35250558436.21711,
2021-01-14 20:22:53.310,,,81394089208.37292
2021-01-14 21:13:13.284,,,78273419000.91577
2021-01-14 21:21:52.379,,33150722003.95199,
2021-01-14 21:32:26.526,56545934377.874565,,
2021-01-14 22:08:33.042,58792394905.457344,,
2021-01-14 22:19:27.740,,,83613786920.96082
2021-01-14 22:23:58.117,,34683516244.097786,
2021-01-14 23:03:53.440,57281383401.152504,,
2021-01-14 23:07:06.582,,,83659896823.04465
2021-01-14 23:07:12.493,,33921255405.501568,
2021-01-15 00:26:50.716,,,84598217073.69305
2021-01-15 00:36:36.630,57325142633.45108,,
2021-01-15 00:36:37.971,,34903004275.751,
2021-01-15 01:01:07.793,,,84598217073.69305
2021-01-15 01:02:56.813,,35389566481.854416,
2021-01-15 01:14:17.635,57047297479.92195,,
2021-01-15 02:20:35.629,,35088767658.15403,
2021-01-15 02:21:59.408,,,81275361359.28482
2021-01-15 02:28:49.639,55704824150.971245,,
2021-01-15 03:03:32.626,,,81275361359.28482
2021-01-15 03:04:24.800,,34717434346.42322,
2021-01-15 03:05:00.434,57256228409.49466,,
2021-01-15 04:18:32.308,,34205145654.660866,
2021-01-15 04:22:58.249,56201459157.409195,,
2021-01-15 04:29:31.528,,,82399737574.41008
2021-01-15 05:31:13.579,56782645676.59408,,
2021-01-15 05:31:47.136,,,83692207736.62105
2021-01-15 05:31:49.022,,35803010883.93278,
2021-01-15 06:04:52.872,,,83692207736.62105
2021-01-15 06:18:19.820,,35230930958.98899,
2021-01-15 06:26:27.251,56788306132.443535,,
2021-01-15 07:05:36.406,,,84391506996.44958
2021-01-15 07:08:30.088,56905357590.04144,,
2021-01-15 07:08:54.838,,35556624851.561195,
2021-01-15 08:08:41.474,,36739613662.83807,
2021-01-15 08:09:30.524,,,85655623757.0053
2021-01-15 08:09:49.141,57567303015.71164,,
2021-01-15 09:09:40.900,56879360486.22994,,
2021-01-15 09:11:09.760,,36072799487.95081,
2021-01-15 10:05:06.869,,,84717531035.22476
2021-01-15 10:30:44.243,,36700261687.703926,
2021-01-15 10:33:08.699,57287651230.91042,,
2021-01-15 11:12:09.610,,,84875310640.81369
2021-01-15 11:14:59.935,,36354617652.99499,
2021-01-15 11:16:29.354,56850868558.20494,,
2021-01-15 12:27:44.790,56716501047.723595,,
2021-01-15 12:29:34.155,,,84491105831.1677
2021-01-15 12:34:29.993,,35842050103.024506,
2021-01-15 13:27:27.409,57290094228.79753,,
2021-01-15 13:27:33.775,,,84645062905.22368
2021-01-15 13:27:34.468,,34948141127.943306,
2021-01-15 14:10:21.893,,,85643415376.45963
2021-01-15 14:15:34.983,,34804970944.68565,
2021-01-15 14:19:27.182,57192763568.16411,,
2021-01-15 15:05:16.028,,35511626342.179016,
2021-01-15 15:29:37.571,56555166206.45839,,
2021-01-15 15:29:53.145,,,84557470929.52032
2021-01-15 16:05:42.236,53855052525.07498,,
2021-01-15 16:06:49.118,,,82142956994.79916
2021-01-15 16:29:40.455,,35596783671.08439,
2021-01-15 17:01:33.844,,,81291578652.07579
2021-01-15 17:05:05.141,,37075471887.404724,
2021-01-15 17:24:45.047,56297838856.070946,,
2021-01-15 18:22:22.104,58243228565.313576,,
2021-01-15 18:23:45.445,,,90787022231.35306
2021-01-15 18:25:41.699,,38093853408.29353,
2021-01-15 19:00:02.925,,37738631758.49464,
2021-01-15 19:11:50.522,,,91870735237.38513
2021-01-15 19:27:07.326,62169951027.113556,,
2021-01-15 20:09:26.473,61503648813.3212,,
2021-01-15 20:23:08.736,,36916694025.36014,
2021-01-15 20:34:01.799,,,92174263966.79268
2021-01-15 21:03:17.858,63523575649.08424,,
2021-01-15 21:03:48.281,,39274211160.30031,
2021-01-15 21:14:23.820,,,96695374018.06206
2021-01-15 22:03:15.026,,,96695374018.06206
2021-01-15 22:05:04.977,63335494680.76683,,
2021-01-15 22:08:56.523,,39393439835.62999,
2021-01-15 23:17:56.339,,,96992240843.62924
2021-01-15 23:18:34.821,63615398246.148735,,
2021-01-15 23:18:38.571,,39220200368.59944,
2021-01-16 00:18:56.602,,,98432991814.94089
2021-01-16 00:31:18.810,62748101513.3337,,
2021-01-16 00:33:21.970,,39710136505.82652,
2021-01-16 01:10:13.003,,,98183746489.77664
2021-01-16 01:10:24.231,,39507335916.03975,
2021-01-16 01:10:27.146,64012280858.57473,,
2021-01-16 02:14:54.526,63302052220.9982,,
2021-01-16 02:24:22.089,,,97146900153.88855
2021-01-16 02:24:51.481,,37986225484.14891,
2021-01-16 03:01:27.431,,37786202894.09877,
2021-01-16 03:16:30.512,,,97256798228.7326
2021-01-16 03:28:29.211,63439756431.525276,,
2021-01-16 04:07:11.027,,38311933334.6783,
2021-01-16 04:15:23.266,63663451297.75557,,
2021-01-16 04:22:50.217,,,98024853641.92226
2021-01-16 05:29:44.933,61438512165.118324,,
2021-01-16 05:32:57.572,,,95872636896.73094
2021-01-16 05:33:34.330,,38805922671.68938,
2021-01-16 06:13:58.247,,,95505442089.60974
2021-01-16 06:24:08.260,63734854813.28097,,
2021-01-16 06:28:01.966,,38773343949.206276,
2021-01-16 07:16:40.456,,,98646925768.37329
2021-01-16 07:26:21.893,64452245050.83744,,
2021-01-16 07:27:25.142,,37993744906.70018,
2021-01-16 08:22:31.674,,,98863625898.27208
2021-01-16 08:23:41.504,63082397542.57435,,
2021-01-16 08:23:42.139,,37581046369.79505,
2021-01-16 09:19:56.526,,38298687801.01271,
2021-01-16 09:20:00.017,,,100658894572.46205
2021-01-16 09:22:46.461,65460337308.70127,,
2021-01-16 10:13:51.819,,,101687651538.79945
2021-01-16 10:29:13.705,67861746359.634285,,
2021-01-16 10:29:37.341,,39953017088.84274,
2021-01-16 11:22:00.307,,,102448830761.78352
2021-01-16 11:29:43.924,66948834153.060135,,
2021-01-16 11:29:46.146,,39828000847.48142,
2021-01-16 12:24:22.633,,40572798700.94408,
2021-01-16 12:28:09.200,67922584270.438255,,
2021-01-16 12:32:56.276,,,104728473262.03857
2021-01-16 13:11:38.068,64431390472.52518,,
2021-01-16 13:15:41.265,,39414996302.74242,
2021-01-16 13:34:17.665,,,101840347394.25758
2021-01-16 14:01:14.479,,,101840347394.25758
2021-01-16 14:07:08.681,,38790633668.86951,
2021-01-16 14:15:24.330,63226365821.79067,,
2021-01-16 15:14:52.594,,,99599334750.25055
2021-01-16 15:21:20.986,61883023680.8632,,
2021-01-16 15:21:37.472,,39829411634.2518,
2021-01-16 16:04:37.093,,,99599334750.25055
2021-01-16 16:13:56.416,59067556700.275696,,
2021-01-16 16:28:03.161,,39500725610.35341,
2021-01-16 17:17:41.335,,38340558186.80752,
2021-01-16 17:18:21.704,55564783991.446976,,
2021-01-16 17:21:51.664,,,93541306850.41138
2021-01-16 18:27:15.514,,36244703925.18819,
2021-01-16 18:30:25.307,,,90222087286.44865
2021-01-16 18:31:15.120,53954888563.989044,,
2021-01-16 19:07:06.718,,,87928102171.38164
2021-01-16 19:19:01.977,52363636633.703125,,
2021-01-16 19:19:08.590,,35325766291.674934,
2021-01-16 20:18:45.264,,35060279042.393456,
2021-01-16 20:23:23.754,53358271949.19212,,
2021-01-16 20:34:05.888,,,92019886753.0761
2021-01-16 21:03:27.328,,37530878317.57056,
2021-01-16 21:04:20.306,,,92019886753.0761
2021-01-16 21:17:36.152,54241908135.45638,,
2021-01-16 22:02:28.967,,,93283705546.72037
2021-01-16 22:26:45.361,54293176565.17281,,
2021-01-16 22:28:52.552,,37565557247.86931,
2021-01-16 23:02:17.198,,,92007466080.31194
2021-01-16 23:11:05.636,,37839818999.04618,
2021-01-16 23:28:52.333,54521824115.09542,,
2021-01-17 00:02:58.002,,,94463862958.58073
2021-01-17 00:11:01.086,,38090275700.57214,
2021-01-17 00:33:41.073,53355158244.84733,,
2021-01-17 01:03:21.495,,,94632371065.68405
2021-01-17 01:04:22.560,,37958542120.90882,
2021-01-17 01:17:17.802,54089967364.662315,,
2021-01-17 02:03:28.412,,,96488786699.61575
2021-01-17 02:05:58.225,,37328225982.16622,
2021-01-17 02:06:57.380,54448954989.7369,,
2021-01-17 03:09:11.616,50640496634.988976,,
2021-01-17 03:09:20.837,,38188907916.6441,
2021-01-17 03:09:28.302,,,93941545462.89021
2021-01-17 04:03:06.118,52835302860.22497,,
2021-01-17 04:04:26.856,,,93887816615.47453
2021-01-17 04:04:55.747,,37942374808.45551,
2021-01-17 05:03:00.341,,37650549789.554405,
2021-01-17 05:03:08.125,,,95556128046.94543
2021-01-17 05:19:04.688,52007034570.331184,,
2021-01-17 06:08:40.747,52672869761.964714,,
2021-01-17 06:12:22.071,,38657239142.237915,
2021-01-17 06:19:44.577,,,93688100011.06787
2021-01-17 07:05:25.925,,,93688100011.06787
2021-01-17 07:09:47.980,,38654567793.12583,
2021-01-17 07:09:48.915,53154873237.982956,,
2021-01-17 08:04:46.565,53271709194.34012,,
2021-01-17 08:05:26.212,,,93268671741.45927
2021-01-17 08:07:23.641,,38837857335.64446,
2021-01-17 09:00:38.276,,39204863503.92424,
2021-01-17 09:01:50.992,53620003667.4155,,
2021-01-17 09:16:59.950,,,96336549334.24835
2021-01-17 10:08:24.257,,39447176311.50119,
2021-01-17 10:08:51.762,53799448507.09563,,
2021-01-17 10:15:11.546,,,95547266116.92206
2021-01-17 11:04:56.950,54264178396.712585,,
2021-01-17 11:08:42.290,,,98373563914.72884
2021-01-17 11:13:46.542,,39627543191.855446,
2021-01-17 12:07:25.859,56530510483.55862,,
2021-01-17 12:08:09.547,,41328557112.21368,
2021-01-17 12:09:16.043,,,99149257655.48497
2021-01-17 13:07:58.507,55762019912.54793,,
2021-01-17 13:09:55.593,,,97180412819.58842
2021-01-17 13:12:35.747,,40748508870.674324,
2021-01-17 14:08:00.577,54807986599.71593,,
2021-01-17 14:09:52.921,,39944385153.52149,
2021-01-17 14:14:50.853,,,95663987667.95554
2021-01-17 15:18:54.124,,,94298800562.08136
2021-01-17 15:19:09.286,54978191507.60436,,
2021-01-17 15:19:32.539,,38970547907.535095,
2021-01-17 16:13:07.754,,,95400038716.86195
2021-01-17 16:16:30.659,51967816374.61182,,
2021-01-17 16:17:57.867,,36584770182.05537,
2021-01-17 17:05:26.924,50086223114.48447,,
2021-01-17 17:15:14.902,,,91754083876.72136
2021-01-17 17:19:19.764,,35827732700.69587,
2021-01-17 18:08:37.920,,,90722314434.64862
2021-01-17 18:21:54.067,,35298570436.72753,
2021-01-17 18:22:07.897,49733930326.485306,,
2021-01-17 19:03:28.052,,,90461325444.4137
