,bitcoin,ethereum,tether
2020-06-10 11:04:26.684,,,9393551292.525732
2020-06-10 11:04:32.433,,27081039775.40099,
2020-06-10 11:05:41.577,179185902243.2763,,
2020-06-10 12:04:26.143,,,9406745800.965336
2020-06-10 12:05:10.989,,27054743666.7319,
2020-06-10 12:09:05.709,179077043792.85873,,
2020-06-10 13:04:52.289,,,9405466252.615059
2020-06-10 13:08:21.298,179609501670.3627,,
2020-06-10 13:08:35.515,,27116986576.739216,
2020-06-10 14:07:21.133,,27089977847.496937,
2020-06-10 14:07:22.806,179369145060.73077,,
2020-06-10 14:09:14.687,,,9402150020.982224
2020-06-10 15:02:01.304,179296728480.14035,,
2020-06-10 15:03:56.699,,27077508731.521103,
2020-06-10 15:09:12.643,,,9407379078.85199
2020-06-10 16:04:21.009,179580614554.79428,,
2020-06-10 16:08:38.265,,27112677663.22313,
2020-06-10 16:09:13.646,,,9406067778.093075
2020-06-10 17:04:41.866,,,9411065354.701288
2020-06-10 17:04:57.188,,27100621125.29011,
2020-06-10 17:05:06.692,179773949727.5985,,
2020-06-10 18:04:31.397,,27089805735.048542,
2020-06-10 18:04:59.500,179826414401.70447,,
2020-06-10 18:09:12.216,,,9396184784.38894
2020-06-10 19:03:39.319,181453866399.24368,,
2020-06-10 19:05:12.117,,27438526008.45566,
2020-06-10 19:08:29.228,,,9409299485.139933
2020-06-10 20:02:21.221,181043620189.03522,,
2020-06-10 20:04:06.703,,27430450191.417473,
2020-06-10 20:09:09.352,,,9419901651.158882
2020-06-10 21:03:46.016,181457827517.35385,,
2020-06-10 21:04:20.336,,27597477099.7346,
2020-06-10 21:09:05.430,,,9427530793.826727
2020-06-10 22:04:29.828,,27429207818.472504,
2020-06-10 22:04:34.364,181011504274.09637,,
2020-06-10 22:09:02.194,,,9397466419.922035
2020-06-10 23:03:41.127,,27517257568.43206,
2020-06-10 23:04:58.604,181922939215.27423,,
2020-06-10 23:08:42.476,,,9408692692.61926
2020-06-11 00:03:36.169,,,9408692692.61926
2020-06-11 00:07:18.168,181705166673.57462,,
2020-06-11 00:09:08.337,,27564490891.858902,
2020-06-11 01:02:24.014,181673553735.8587,,
2020-06-11 01:03:40.959,,,9406618348.91484
2020-06-11 01:05:17.649,,27630733715.69568,
2020-06-11 02:04:06.265,,,9442657864.413216
2020-06-11 02:09:14.404,182550176005.01447,,
2020-06-11 02:09:35.684,,27747491628.855125,
2020-06-11 03:03:15.735,182306315236.672,,
2020-06-11 03:03:37.699,,,9434920980.590252
2020-06-11 03:08:18.558,,27721454504.839413,
2020-06-11 04:03:14.316,,27633718721.73704,
2020-06-11 04:03:18.340,,,9434920980.590252
2020-06-11 04:09:41.919,181699732844.14487,,
2020-06-11 05:03:36.347,,,9439610530.681643
2020-06-11 05:08:49.617,,27630993083.447464,
2020-06-11 05:09:03.803,181852577922.14963,,
2020-06-11 06:03:08.738,181645181749.4221,,
2020-06-11 06:03:17.082,,27580194164.110344,
2020-06-11 06:03:36.248,,,9439361048.646797
2020-06-11 07:01:52.179,,27450953252.94467,
2020-06-11 07:02:07.311,180688251629.4026,,
2020-06-11 07:03:11.905,,,9446301206.666807
2020-06-11 08:09:11.545,,,9437971690.938711
2020-06-11 08:13:21.484,,27398622168.951694,
2020-06-11 08:13:44.909,180408257521.27817,,
2020-06-11 09:02:38.716,,27464673719.918274,
2020-06-11 09:08:49.488,,,9439770179.457487
2020-06-11 09:10:34.843,180538079711.37433,,
2020-06-11 10:04:52.052,179949996871.5071,,
2020-06-11 10:08:12.196,,,9433783463.010607
2020-06-11 10:10:19.123,,27350504283.60156,
2020-06-11 11:06:11.330,,,9438054552.518505
2020-06-11 11:09:58.455,180290412372.64835,,
2020-06-11 11:09:59.738,,27402116149.040985,
2020-06-11 12:05:25.512,,,9438054552.518505
2020-06-11 12:09:06.388,179813599276.8991,,
2020-06-11 12:09:20.468,,27295030980.80939,
2020-06-11 13:00:32.711,,,9439043862.51219
2020-06-11 13:02:32.379,,27241811021.26551,
2020-06-11 13:04:26.046,179461733278.48016,,
2020-06-11 14:02:25.562,177307368947.0593,,
2020-06-11 14:04:22.793,,,9413782381.125914
2020-06-11 14:09:27.940,,26803902011.328823,
2020-06-11 15:04:04.433,,,9443962329.600979
2020-06-11 15:05:18.649,176945209338.8315,,
2020-06-11 15:05:56.314,,26819596133.460167,
2020-06-11 16:02:58.654,,,9419096980.869947
2020-06-11 16:04:04.641,175534197709.61642,,
2020-06-11 16:09:48.810,,26635243971.47376,
2020-06-11 17:03:57.388,,,9442790027.229584
2020-06-11 17:04:29.027,,26256687943.88613,
2020-06-11 17:04:46.309,171975403494.9075,,
2020-06-11 18:02:24.062,,,9516394094.92936
2020-06-11 18:05:12.802,,26061322130.531174,
2020-06-11 18:05:13.631,172392271534.8965,,
2020-06-11 19:02:43.509,172167556410.23605,,
2020-06-11 19:02:44.804,,26124549129.28283,
2020-06-11 19:02:52.755,,,9455146734.038635
2020-06-11 20:02:44.106,,,9423503800.2895
2020-06-11 20:03:25.169,,25842817576.712116,
2020-06-11 20:04:28.799,170874691348.66492,,
2020-06-11 21:02:49.554,,,9436708940.099182
2020-06-11 21:03:50.988,172038338908.79123,,
2020-06-11 21:04:30.351,,25894446262.759514,
2020-06-11 22:02:49.048,,,9455466207.648535
2020-06-11 22:04:41.617,,25935351019.957504,
2020-06-11 22:04:46.960,172037998222.089,,
2020-06-11 23:02:54.790,171426908164.77533,,
2020-06-11 23:03:01.446,,25827187971.861797,
2020-06-11 23:09:16.136,,,9433724106.249763
2020-06-12 00:09:31.544,,25824205344.062218,
2020-06-12 00:09:34.575,171615707160.27472,,
2020-06-12 00:10:17.355,,,9436245876.511108
2020-06-12 01:09:42.342,,,9458894932.06258
2020-06-12 01:10:10.196,171614178571.2472,,
2020-06-12 01:10:38.642,,25792769015.199055,
2020-06-12 02:05:09.946,171812948301.12802,,
2020-06-12 02:05:12.016,,25902454316.5146,
2020-06-12 02:09:46.868,,,9481517737.143545
2020-06-12 03:05:27.088,172015957493.733,,
2020-06-12 03:05:57.066,,25928267390.27642,
2020-06-12 03:09:42.794,,,9489376883.261154
2020-06-12 04:09:30.243,172668121239.1813,,
2020-06-12 04:09:53.603,,,9489438505.037016
2020-06-12 04:09:58.083,,26023079882.309353,
2020-06-12 05:09:35.494,,25960996819.28055,
2020-06-12 05:09:41.654,,,9474113746.005661
2020-06-12 05:10:07.311,172396154223.752,,
2020-06-12 06:03:35.216,,26044249827.044647,
2020-06-12 06:09:05.797,,,9485280677.807142
2020-06-12 06:10:04.486,172602468496.80365,,
2020-06-12 07:09:12.456,,,9485777901.276644
2020-06-12 07:09:32.007,,26027055631.3784,
2020-06-12 07:09:45.569,172618145929.95938,,
2020-06-12 08:05:12.084,173779754024.0352,,
2020-06-12 08:05:14.368,,26259926230.79529,
2020-06-12 08:09:19.385,,,9485377974.021872
2020-06-12 09:06:49.436,,26327976872.37334,
2020-06-12 09:06:59.664,174467506928.74844,,
2020-06-12 10:03:49.504,173971066229.51993,,
2020-06-12 10:04:13.420,,26247443066.41873,
2020-06-12 10:09:32.932,,,9486056114.574503
2020-06-12 11:09:15.308,,,9487568992.724104
2020-06-12 11:09:36.144,174475678242.1323,,
2020-06-12 11:10:03.314,,26312144108.75507,
2020-06-12 12:06:49.119,,26372054826.322323,
2020-06-12 12:08:48.030,174772115704.30362,,
2020-06-12 12:09:25.186,,,9493461972.564085
2020-06-12 13:03:24.777,,26349004822.184563,
2020-06-12 13:03:30.500,174191744709.6632,,
2020-06-12 13:07:49.233,,,9488288378.331661
2020-06-12 14:04:03.369,175209049230.14294,,
2020-06-12 14:04:34.922,,26468334174.076763,
2020-06-12 14:09:07.175,,,9485719369.243235
2020-06-12 15:02:12.904,,26375963293.20029,
2020-06-12 15:03:56.226,174047582332.20575,,
2020-06-12 15:09:16.924,,,9477361556.52936
2020-06-12 16:03:38.878,173764376114.19623,,
2020-06-12 16:07:26.369,,,9494509936.243782
2020-06-12 16:09:20.124,,26366526665.645813,
2020-06-12 17:06:59.843,,,9492147380.658297
2020-06-12 17:08:42.895,,26280901774.530014,
2020-06-12 17:12:33.179,173311897027.17548,,
2020-06-12 17:59:58.629,171888980816.7081,,
2020-06-12 18:01:41.489,,26114957067.325024,
2020-06-12 18:02:02.257,,,9487120793.442827
2020-06-12 19:02:14.873,,,9487120793.442827
2020-06-12 19:02:30.460,172779112337.3475,,
2020-06-12 19:04:25.856,,26273933666.584896,
2020-06-12 20:00:51.350,,,9498711773.196468
2020-06-12 20:04:58.392,173605138863.3814,,
2020-06-12 20:07:11.647,,26370263293.46795,
2020-06-12 21:08:55.440,174233620028.0737,,
2020-06-12 21:08:55.607,,26486797951.391426,
2020-06-12 21:09:15.426,,,9478560608.346811
2020-06-12 22:02:50.808,,26396779226.780872,
2020-06-12 22:04:06.324,173749151710.46143,,
2020-06-12 22:08:55.195,,,9488326170.020258
2020-06-12 23:03:57.917,,26482412241.65986,
2020-06-12 23:08:22.869,174379080957.37204,,
2020-06-12 23:09:02.175,,,9487548030.234798
2020-06-13 00:03:51.721,174266571295.67957,,
2020-06-13 00:04:42.236,,26414947184.76374,
2020-06-13 00:09:16.415,,,9486299302.532066
2020-06-13 01:02:08.716,173786893921.14148,,
2020-06-13 01:08:59.638,,,9491251958.524061
2020-06-13 01:09:06.085,,26335185543.10175,
2020-06-13 02:04:34.398,,26376206071.79433,
2020-06-13 02:09:00.846,173863503292.04202,,
2020-06-13 02:09:30.880,,,9483240735.004013
2020-06-13 03:04:22.485,173632247665.76675,,
2020-06-13 03:04:46.779,,26322588040.370323,
2020-06-13 03:09:16.362,,,9479584642.016602
2020-06-13 04:04:33.996,,26307659243.634476,
2020-06-13 04:04:34.606,173187645335.5895,,
2020-06-13 04:08:46.955,,,9483183826.95439
2020-06-13 05:08:56.604,,,9486657464.980865
2020-06-13 05:09:11.007,173097283858.05988,,
2020-06-13 05:09:25.370,,26255174615.920753,
2020-06-13 06:04:06.477,173251667333.94165,,
2020-06-13 06:04:21.364,,26270545403.59136,
2020-06-13 06:08:57.403,,,9487013420.662682
2020-06-13 07:03:27.093,173675217348.61288,,
2020-06-13 07:03:39.515,,26326397358.088745,
2020-06-13 07:09:00.124,,,9490079439.384077
2020-06-13 08:04:06.045,,,9490079439.384077
2020-06-13 08:04:50.978,173868812158.47958,,
2020-06-13 08:07:29.141,,26347560650.162987,
2020-06-13 09:04:09.671,,,9489309491.30427
2020-06-13 09:06:58.548,173801662802.87814,,
2020-06-13 09:07:10.973,,26332643601.588097,
2020-06-13 10:04:20.664,,,9492914655.294634
2020-06-13 10:05:04.321,173718900290.51187,,
2020-06-13 10:08:21.992,,26358235429.949753,
2020-06-13 11:03:36.706,,,9490278293.376068
2020-06-13 11:06:51.398,173506112200.74786,,
2020-06-13 11:07:18.572,,26286436194.538868,
2020-06-13 12:03:46.193,173248253961.4077,,
2020-06-13 12:04:11.042,,,9490278293.376068
2020-06-13 12:05:11.417,,26264315077.912174,
2020-06-13 13:02:55.529,,,9479824538.535889
2020-06-13 13:03:54.859,,26325540802.896156,
2020-06-13 13:04:08.898,173556334026.47116,,
2020-06-13 14:02:18.122,,26301583062.339165,
2020-06-13 14:03:41.551,,,9479824538.535889
2020-06-13 14:03:44.521,173615240327.1619,,
2020-06-13 15:04:20.662,,,9494758715.050318
2020-06-13 15:04:54.188,,26451466235.47299,
2020-06-13 15:07:06.339,173740926775.14603,,
2020-06-13 16:03:48.688,,,9504437779.23764
2020-06-13 16:08:26.935,,26415361750.066025,
2020-06-13 16:08:40.596,173734652393.94168,,
2020-06-13 17:04:03.070,,,9496954782.927172
2020-06-13 17:05:45.857,,26447438491.85241,
2020-06-13 17:07:25.324,173732796022.30133,,
2020-06-13 17:59:52.614,173883205265.3387,,
2020-06-13 18:04:16.181,,,9482370412.680681
2020-06-13 18:08:35.294,,26421619292.64247,
2020-06-13 19:04:34.929,,,9492232304.889
2020-06-13 19:09:19.512,,26486695696.977303,
2020-06-13 19:09:21.709,174053989471.60568,,
2020-06-13 20:04:21.462,,,9492232304.889
2020-06-13 20:04:46.411,,26571661080.669853,
2020-06-13 20:09:22.369,173314582140.91357,,
2020-06-13 21:03:59.465,,,9473822125.814732
2020-06-13 21:09:03.796,172934415602.30405,,
2020-06-13 21:09:22.568,,26374547474.832336,
2020-06-13 22:02:33.409,173447892190.0423,,
2020-06-13 22:03:47.269,,,9486439682.292435
2020-06-13 22:09:11.191,,26431246945.133583,
2020-06-13 23:04:02.221,,,9489253625.561426
2020-06-13 23:08:59.791,,26484937167.468132,
2020-06-13 23:09:17.669,173672972963.00745,,
2020-06-14 00:04:09.201,,,9481923029.653166
2020-06-14 00:08:57.580,,26531176095.033215,
2020-06-14 00:09:07.018,174275005803.05463,,
2020-06-14 01:03:47.479,,26480390424.58924,
2020-06-14 01:03:58.350,174153397097.41843,,
2020-06-14 01:04:10.683,,,9481923029.653166
2020-06-14 02:03:15.568,,,9505423370.120256
2020-06-14 02:03:46.675,,26442936724.47331,
2020-06-14 02:04:15.489,173818337014.05453,,
2020-06-14 03:02:00.510,,26474534948.10749,
2020-06-14 03:02:12.105,173832040044.04028,,
2020-06-14 03:04:09.294,,,9498761061.508135
2020-06-14 04:04:06.935,,,9504216542.23064
2020-06-14 04:04:29.188,,26457370295.937534,
2020-06-14 04:04:31.284,173539097883.14233,,
2020-06-14 05:03:49.638,,,9508233993.314728
2020-06-14 05:03:58.524,173578808221.5731,,
2020-06-14 05:04:03.204,,26416645307.878105,
2020-06-14 06:02:21.214,,,9507024131.747787
2020-06-14 06:04:34.380,,26375943732.45479,
2020-06-14 06:04:58.326,173696321175.69855,,
2020-06-14 07:02:20.474,,,9507334560.225204
2020-06-14 07:03:27.901,173162863167.74374,,
2020-06-14 07:04:38.857,,26226983544.320152,
2020-06-14 08:02:21.598,,,9507334560.225204
2020-06-14 08:05:24.476,,26187238099.982254,
2020-06-14 08:06:32.143,173211159132.1392,,
2020-06-14 09:02:39.773,,,9508026398.03718
2020-06-14 09:03:58.288,173724277614.4091,,
2020-06-14 09:04:25.900,,26315497809.14054,
2020-06-14 10:02:44.900,,,9508026398.03718
2020-06-14 10:07:35.579,,26263596830.92217,
2020-06-14 10:08:48.626,173294530812.63647,,
2020-06-14 11:01:54.737,173544242669.69962,,
2020-06-14 11:01:57.831,,26312203565.228607,
2020-06-14 11:03:24.867,,,9503789243.765446
2020-06-14 12:04:02.660,,,9509576473.875874
2020-06-14 12:04:12.709,,26357942223.505405,
2020-06-14 12:04:31.293,173677528507.91846,,
2020-06-14 13:02:47.206,173248384881.81354,,
2020-06-14 13:03:31.696,,,9505063462.874702
2020-06-14 13:05:39.644,,26266858963.68324,
2020-06-14 14:03:17.728,,26242934593.88134,
2020-06-14 14:03:46.928,173397274698.33423,,
2020-06-14 14:03:52.185,,,9497085151.61198
2020-06-14 15:01:58.096,,26110664168.650375,
2020-06-14 15:02:24.344,172397714899.42926,,
2020-06-14 15:05:18.573,,,9510613404.575989
2020-06-14 16:04:14.030,,26200560316.882404,
2020-06-14 16:04:52.231,173480721193.60104,,
2020-06-14 16:08:26.925,,,9508953406.855944
2020-06-14 17:02:17.230,173061728639.64554,,
2020-06-14 17:02:51.068,,26175722159.444183,
2020-06-14 17:05:44.479,,,9501602258.572088
2020-06-14 18:03:55.860,,26105652609.480404,
2020-06-14 18:07:19.776,,,9506102095.210262
2020-06-14 18:07:27.211,172993778925.1064,,
2020-06-14 19:03:33.296,,26155314060.542656,
2020-06-14 19:06:59.278,,,9504796424.370043
2020-06-14 19:07:19.511,172792525949.0417,,
2020-06-14 20:05:33.278,,,9505056219.694115
2020-06-14 20:08:45.344,173172189176.4892,,
2020-06-14 20:08:45.864,,26185863544.788895,
2020-06-14 21:02:30.434,,26090178662.847523,
2020-06-14 21:03:22.888,172767988336.01242,,
2020-06-14 21:05:34.333,,,9510727474.61789
2020-06-14 22:05:17.294,172110186205.04947,,
2020-06-14 22:07:24.636,,,9504721549.268717
2020-06-14 22:07:55.780,,25911073905.623722,
2020-06-14 23:02:14.811,,26013866463.804607,
2020-06-14 23:02:34.152,172898270483.0753,,
2020-06-14 23:05:58.698,,,9500426325.206846
2020-06-15 00:04:50.932,172116372679.33923,,
2020-06-15 00:04:51.406,,25856836267.17579,
2020-06-15 00:08:13.936,,,9493593132.609491
2020-06-15 01:03:13.964,,25790308670.80882,
2020-06-15 01:03:37.702,172134818664.0874,,
2020-06-15 01:06:47.237,,,9495163954.485588
2020-06-15 02:05:47.384,,,9495875367.200655
2020-06-15 02:08:43.970,170589776138.13998,,
2020-06-15 02:08:45.298,,25516234578.370823,
2020-06-15 03:04:24.763,170672858247.44507,,
2020-06-15 03:04:25.064,,25543216269.25369,
2020-06-15 03:06:08.822,,,9490631031.939268
2020-06-15 04:05:10.654,168905442371.8129,,
2020-06-15 04:07:04.312,,25140101840.214443,
2020-06-15 04:07:19.847,,,9500326893.00811
2020-06-15 05:00:36.699,169554365907.6356,,
2020-06-15 05:02:12.706,,25203620081.97216,
2020-06-15 05:07:37.554,,,9508415624.523737
2020-06-15 06:07:30.401,166542180434.60257,,
2020-06-15 06:07:39.775,,24656925305.57113,
2020-06-15 06:08:47.654,,,9491042225.485207
2020-06-15 07:04:19.725,166136167315.53433,,
2020-06-15 07:04:45.164,,24584220226.636784,
2020-06-15 07:07:13.537,,,9494869196.062918
2020-06-15 08:05:59.702,,,9506013525.839487
2020-06-15 08:07:56.884,,24984670007.4032,
2020-06-15 08:08:55.763,167872892995.2345,,
2020-06-15 09:04:51.325,168327206514.659,,
2020-06-15 09:04:52.866,,24983406407.88179,
2020-06-15 09:07:27.443,,,9495126509.494896
2020-06-15 10:00:36.236,168131857426.47067,,
2020-06-15 10:05:25.881,,24962379220.978058,
2020-06-15 10:07:22.238,,,9499875449.238455
2020-06-15 11:00:22.318,167777726445.1812,,
2020-06-15 11:02:34.505,,24844841706.14754,
2020-06-15 11:05:43.758,,,9499017564.495556
2020-06-15 12:06:46.241,,,9495791015.117685
2020-06-15 12:07:26.217,,24915802749.0851,
2020-06-15 12:08:22.777,168078146446.46606,,
2020-06-15 13:04:25.598,167613588518.16174,,
2020-06-15 13:05:27.771,,24845799524.528034,
2020-06-15 13:06:58.347,,,9495791015.117685
2020-06-15 14:07:22.069,168550423982.82806,,
2020-06-15 14:07:33.304,,,9495629312.90652
2020-06-15 14:07:36.494,,24872548021.414837,
2020-06-15 15:01:47.518,169474050093.4176,,
2020-06-15 15:02:08.459,,,9528381998.137203
2020-06-15 15:02:18.064,,25023103222.958225,
2020-06-15 16:02:24.422,,,9504160994.782026
2020-06-15 16:08:49.608,171288206085.6532,,
2020-06-15 16:09:09.541,,25210794312.629704,
2020-06-15 17:02:10.933,,,9527746335.145247
2020-06-15 17:02:37.180,172373076655.5166,,
2020-06-15 17:02:37.685,,25333257889.64349,
2020-06-15 18:02:14.130,,,9527746335.145247
2020-06-15 18:03:56.698,172221699561.92575,,
2020-06-15 18:04:12.169,,25387554638.066963,
2020-06-15 19:02:21.854,,,9497602991.493359
2020-06-15 19:03:36.013,,25747978015.695625,
2020-06-15 19:04:06.328,173176091744.17307,,
2020-06-15 20:01:44.078,,,9518523277.18616
2020-06-15 20:05:13.368,,25858215490.724754,
2020-06-15 20:08:35.103,173343956255.76422,,
2020-06-15 21:02:29.729,173953276222.6828,,
2020-06-15 21:08:31.037,,25928792116.694576,
2020-06-15 21:08:43.474,,,9502623540.071259
2020-06-15 22:04:22.270,174479018582.53122,,
2020-06-15 22:06:10.589,,,9514878760.442446
2020-06-15 22:07:32.574,,25762993828.078403,
2020-06-15 23:03:53.927,173388785738.9713,,
2020-06-15 23:06:39.786,,25683102614.93551,
2020-06-15 23:08:41.673,,,9506947713.73732
2020-06-16 00:03:34.145,,25743924409.197376,
2020-06-16 00:05:12.234,173598215783.88248,,
2020-06-16 00:08:53.016,,,9518736918.186726
2020-06-16 01:02:27.374,173004455358.02176,,
2020-06-16 01:07:17.127,,25563093612.59898,
2020-06-16 01:08:56.005,,,9555203646.39661
2020-06-16 02:04:12.032,173127082434.83188,,
2020-06-16 02:04:33.526,,25587889665.512466,
2020-06-16 02:07:30.731,,,9558650337.178377
2020-06-16 03:04:08.160,173877649474.0579,,
2020-06-16 03:04:32.216,,25613167849.11842,
2020-06-16 03:09:23.600,,,9553032505.962734
2020-06-16 04:04:41.146,175540820822.16373,,
2020-06-16 04:04:50.992,,25932583974.313847,
2020-06-16 04:08:46.492,,,9577482797.567816
2020-06-16 05:02:48.508,,25942162931.495213,
2020-06-16 05:08:36.387,,,9549018297.416933
2020-06-16 05:09:08.702,175641023460.08716,,
2020-06-16 06:05:29.816,,25910740515.780724,
2020-06-16 06:07:45.644,175531481197.51633,,
2020-06-16 06:08:45.447,,,9556150055.280436
2020-06-16 07:03:52.428,,25803046562.33587,
2020-06-16 07:03:55.125,174108502351.60455,,
2020-06-16 07:08:33.782,,,9544936689.833992
2020-06-16 08:07:39.848,,,9543416667.569271
2020-06-16 08:08:47.252,,25957403482.33069,
2020-06-16 08:08:54.651,174976742997.0413,,
2020-06-16 09:09:05.323,174601436474.9083,,
2020-06-16 09:09:07.895,,,9533244033.40629
2020-06-16 09:09:10.007,,25926597461.30857,
2020-06-16 10:05:52.814,,26029174510.961823,
2020-06-16 10:07:40.610,174671431451.05765,,
2020-06-16 10:09:27.950,,,9556022681.339071
2020-06-16 11:04:51.527,175402491693.9828,,
2020-06-16 11:05:09.952,,26187202053.234806,
2020-06-16 11:08:54.967,,,9551651254.273565
2020-06-16 12:03:31.449,175022130849.66754,,
2020-06-16 12:03:55.955,,26111640129.32677,
2020-06-16 12:09:24.913,,,9540267027.826591
2020-06-16 13:08:34.410,,26193891362.673187,
2020-06-16 13:09:08.184,175601925083.69247,,
2020-06-16 13:09:14.303,,,9543704696.997742
2020-06-16 14:03:40.361,175480381270.2908,,
2020-06-16 14:08:31.760,,26135796500.967136,
2020-06-16 14:09:09.897,,,9561638865.44409
2020-06-16 15:03:42.556,,25929092149.869457,
2020-06-16 15:03:51.919,174044641082.4207,,
2020-06-16 15:09:27.118,,,9546004170.88667
2020-06-16 16:04:59.356,,25920263380.44767,
2020-06-16 16:05:29.418,173859733097.8489,,
2020-06-16 16:09:53.350,,,9533391933.205511
2020-06-16 17:04:17.548,174792695805.44437,,
2020-06-16 17:09:04.030,,26041763763.525673,
2020-06-16 17:09:31.160,,,9538514994.793879
2020-06-16 18:05:45.784,174238166818.8432,,
2020-06-16 18:07:26.260,,25987946620.84904,
2020-06-16 18:09:27.366,,,9554355353.416796
2020-06-16 19:03:38.959,174699368450.69537,,
2020-06-16 19:03:41.933,,26028523285.06748,
2020-06-16 19:09:20.713,,,9551642422.685965
2020-06-16 20:04:25.004,174654715368.0069,,
2020-06-16 20:04:31.754,,25995472993.06619,
2020-06-16 20:09:22.923,,,9543748061.044302
2020-06-16 21:03:01.149,174723347113.41586,,
2020-06-16 21:04:17.666,,26043085117.392498,
2020-06-16 21:07:09.466,,,9546886395.065678
2020-06-16 22:03:00.618,,26222807277.953983,
2020-06-16 22:04:32.200,174976618408.1965,,
2020-06-16 22:07:25.340,,,9551252830.536278
2020-06-16 23:02:09.196,,26165067192.984142,
2020-06-16 23:08:36.393,,,9552427305.244978
2020-06-16 23:08:57.651,175234151951.91376,,
2020-06-17 00:03:57.612,175335375059.60278,,
2020-06-17 00:08:58.076,,26206196967.82947,
2020-06-17 00:09:30.358,,,9544643008.515339
2020-06-17 01:05:04.072,,26074099631.882362,
2020-06-17 01:05:18.644,174471883998.4528,,
2020-06-17 01:08:29.712,,,9551109325.224104
2020-06-17 02:04:09.702,,25987010463.67826,
2020-06-17 02:04:53.943,174041157679.3303,,
2020-06-17 02:08:45.455,,,9544322917.868603
2020-06-17 03:04:37.540,173948132496.35214,,
2020-06-17 03:08:38.634,,25878142356.769634,
2020-06-17 03:08:40.439,,,9550829358.344395
2020-06-17 04:05:39.498,174205010695.94376,,
2020-06-17 04:07:07.564,,25954641139.724762,
2020-06-17 04:08:45.911,,,9526170837.658102
2020-06-17 05:05:36.525,,,9549998341.914976
2020-06-17 05:05:57.046,174278895672.81836,,
2020-06-17 05:06:27.873,,25964747706.331493,
2020-06-17 06:08:14.354,,25917305226.77526,
2020-06-17 06:08:37.871,,,9550251697.003216
2020-06-17 06:08:52.247,173923229581.94427,,
2020-06-17 07:05:46.451,,26142107151.72301,
2020-06-17 07:09:11.122,,,9543522170.159075
2020-06-17 07:09:23.340,174696999563.6,,
2020-06-17 08:05:52.126,,26187748146.333626,
2020-06-17 08:06:03.539,175212486114.23743,,
2020-06-17 08:09:20.525,,,9554205300.703032
2020-06-17 09:09:10.105,174847389129.0521,,
2020-06-17 09:09:21.035,,26116573454.16955,
2020-06-17 09:13:37.583,,,9542900112.919603
2020-06-17 10:03:51.892,174627186528.588,,
2020-06-17 10:08:26.303,,26023312132.702095,
2020-06-17 10:08:48.581,,,9546086496.144972
2020-06-17 11:02:41.993,,26027418251.129753,
2020-06-17 11:03:29.474,174636587785.33322,,
2020-06-17 11:07:11.740,,,9548904337.579617
2020-06-17 12:07:58.117,,,9543892265.448696
2020-06-17 12:08:50.333,174545055226.60287,,
2020-06-17 12:09:16.346,,26042715266.202705,
2020-06-17 13:03:39.789,174884258950.4855,,
2020-06-17 13:07:33.402,,,9548442817.5977
2020-06-17 13:08:56.482,,26089228451.376003,
2020-06-17 14:03:44.671,,26092173898.83949,
2020-06-17 14:04:23.737,174051776317.4909,,
2020-06-17 14:08:15.603,,,9556448085.613152
2020-06-17 15:05:11.151,,25885840477.690887,
2020-06-17 15:05:25.696,173468411478.273,,
2020-06-17 15:07:59.425,,,9552641428.696419
2020-06-17 16:02:01.161,173038847109.45255,,
2020-06-17 16:03:30.282,,25792717158.752678,
2020-06-17 16:08:41.715,,,9546445247.625168
2020-06-17 17:04:09.280,,25772883856.119125,
2020-06-17 17:04:34.553,172521337841.5983,,
2020-06-17 17:07:33.625,,,9552132219.201054
2020-06-17 18:04:28.075,173260453317.8947,,
2020-06-17 18:06:19.973,,25830534819.664837,
2020-06-17 18:07:37.693,,,9567321115.837101
2020-06-17 19:05:31.049,173150563191.57352,,
2020-06-17 19:08:18.167,,,9545684540.315987
2020-06-17 19:08:28.431,,25899610502.771805,
2020-06-17 20:02:06.466,,25705094634.20415,
2020-06-17 20:03:13.839,172496993398.80673,,
2020-06-17 20:08:17.937,,,9551036650.810585
2020-06-17 21:01:44.611,172737565286.84274,,
2020-06-17 21:01:50.838,,25769667256.25056,
2020-06-17 21:08:57.499,,,9512295939.02924
2020-06-17 21:59:54.556,173604348150.66644,,
2020-06-17 22:04:07.827,,25899708381.673435,
2020-06-17 22:07:24.681,,,9563309895.365059
2020-06-17 23:03:39.390,173739060741.4154,,
2020-06-17 23:03:57.731,,25870051570.344128,
2020-06-17 23:08:59.693,,,9554012646.234825
2020-06-18 00:03:58.640,,26079437153.80169,
2020-06-18 00:04:10.497,174231189757.1904,,
2020-06-18 00:08:53.904,,,9547764959.556673
2020-06-18 01:05:10.562,173549531495.84082,,
2020-06-18 01:08:29.316,,25981882355.23301,
2020-06-18 01:08:56.882,,,9569229580.059269
2020-06-18 02:04:12.190,,26000610471.996647,
2020-06-18 02:04:18.790,173432747848.2521,,
2020-06-18 02:08:28.187,,,9586058408.21325
2020-06-18 03:03:05.302,173357890225.17703,,
2020-06-18 03:03:28.069,,25997569340.116295,
2020-06-18 03:08:31.669,,,9573846111.72405
2020-06-18 04:05:52.281,173779226682.23587,,
2020-06-18 04:06:10.628,,26047553008.431736,
2020-06-18 04:07:46.130,,,9578997269.070253
2020-06-18 05:02:10.259,,25973757914.231934,
2020-06-18 05:05:11.733,173401304152.29703,,
