,bitcoin,ethereum,tether
2022-07-09 20:00:24.120,,1217.9132944506775,
2022-07-09 20:00:57.546,21619.809983945004,,
2022-07-09 21:01:19.688,,,0.9993988871579066
2022-07-09 21:01:49.514,21701.203205432786,,
2022-07-09 21:01:52.393,,1220.4283251350023,
2022-07-09 22:01:01.287,,,1.000226709459578
2022-07-09 22:01:03.541,,1222.1831697886314,
2022-07-09 22:01:11.093,21729.069959078217,,
2022-07-09 23:00:51.922,21634.778795664493,,
2022-07-09 23:01:38.797,,,0.9998226615712721
2022-07-09 23:02:15.673,,1216.4401703003937,
2022-07-10 00:00:15.281,,,1.000871164720328
2022-07-10 00:02:44.675,,1217.786906804585,
2022-07-10 00:03:00.389,21600.46747280324,,
2022-07-10 01:00:02.116,,,1.000041714014345
2022-07-10 01:00:45.830,21464.68708263619,,
2022-07-10 01:00:52.764,,1214.8401569464766,
2022-07-10 02:00:06.989,,1214.2567466941457,
2022-07-10 02:00:38.477,21459.350884845728,,
2022-07-10 02:00:47.878,,,0.9997621692747307
2022-07-10 03:00:01.195,,,0.9995736995806158
2022-07-10 03:00:46.424,21285.5398648679,,
2022-07-10 03:00:56.438,,1190.6980894183628,
2022-07-10 04:00:28.175,21300.589026054597,,
2022-07-10 04:00:33.483,,,1.000339409145881
2022-07-10 04:00:37.479,,1190.0372785966445,
2022-07-10 05:00:11.184,,1191.385757173165,
2022-07-10 05:00:29.139,21254.87481012332,,
2022-07-10 05:01:06.699,,,0.998355132259138
2022-07-10 06:00:07.401,,1194.1671353858944,
2022-07-10 06:00:34.800,,,1.000393070559316
2022-07-10 06:00:56.783,21353.241470312547,,
2022-07-10 07:01:14.038,21290.251818572724,,
2022-07-10 07:01:22.079,,1189.8417231693861,
2022-07-10 07:01:26.102,,,0.9995890242666441
2022-07-10 08:00:45.188,,1190.481675682477,
2022-07-10 08:00:56.441,21351.74698152776,,
2022-07-10 08:00:56.959,,,0.999410470047958
2022-07-10 09:00:16.346,,,1.0002976432204798
2022-07-10 09:00:43.039,21326.430113920833,,
2022-07-10 09:00:51.830,,1188.9390132533829,
2022-07-10 10:00:01.283,,,1.0004183910380045
2022-07-10 10:00:30.536,,1188.5357376874758,
2022-07-10 10:00:45.614,21347.415197358503,,
2022-07-10 11:00:41.033,21316.534452993368,,
2022-07-10 11:01:54.429,,1185.0263467310162,
2022-07-10 11:01:56.594,,,1.002237883764318
2022-07-10 12:01:07.696,21274.23354807569,,
2022-07-10 12:01:47.298,,1181.536676671511,
2022-07-10 12:01:48.222,,,0.9990795206211981
2022-07-10 13:00:04.601,21290.317610528902,,
2022-07-10 13:00:06.202,,1183.522837983462,
2022-07-10 13:00:06.406,,,0.9999537608644904
2022-07-10 14:00:10.411,,,1.001051389959556
2022-07-10 14:00:12.289,21091.95057094882,,
2022-07-10 14:00:45.889,,1175.8440249074483,
2022-07-10 15:00:02.240,20904.306227440673,,
2022-07-10 15:00:10.583,,,1.001121784764394
2022-07-10 15:01:03.634,,1160.9397633312717,
2022-07-10 16:00:50.861,,1163.306423459135,
2022-07-10 16:01:04.029,20917.21906259419,,
2022-07-10 16:01:10.185,,,0.9997434448139241
2022-07-10 17:00:12.407,,,0.9977823701017844
2022-07-10 17:00:19.576,,1168.4763183419016,
2022-07-10 17:01:22.376,20900.17797757135,,
2022-07-10 18:00:37.816,,,0.9997161661405909
2022-07-10 18:00:50.575,20913.669579251055,,
2022-07-10 18:01:35.195,,1171.9182811094715,
2022-07-10 19:00:26.742,20828.123959221815,,
2022-07-10 19:00:32.028,,,1.0008710220889625
2022-07-10 19:01:18.082,,1166.659480753279,
2022-07-10 20:00:16.566,20853.926738139653,,
2022-07-10 20:00:20.162,,1167.5612887606383,
2022-07-10 20:01:10.481,,,1.000542648147811
2022-07-10 21:00:43.833,,,1.0005102424635375
2022-07-10 21:01:02.219,20988.859654709046,,
2022-07-10 21:01:12.730,,1178.4668123661927,
2022-07-10 22:01:21.623,,,1.0019833983177897
2022-07-10 22:01:34.839,,1179.4546462915105,
2022-07-10 22:01:40.547,21078.461007485323,,
2022-07-10 23:00:14.747,,,0.9999685653640719
2022-07-10 23:00:56.083,,1170.4477585103593,
2022-07-10 23:00:59.876,20872.10676824837,,
2022-07-11 00:00:16.588,,,1.0005382964086096
2022-07-11 00:01:04.804,20867.403980278927,,
2022-07-11 00:01:18.695,,1168.63003508845,
2022-07-11 01:00:03.792,,1169.709461421065,
2022-07-11 01:00:04.616,,,1.001065968483451
2022-07-11 01:00:50.608,20830.347313182683,,
2022-07-11 02:00:19.988,20568.037610084153,,
2022-07-11 02:00:49.548,,,0.9988691187445747
2022-07-11 02:01:39.894,,1153.2978600882846,
2022-07-11 03:00:38.558,20550.55282829791,,
2022-07-11 03:00:45.001,,1149.8147778777954,
2022-07-11 03:01:06.995,,,0.99989092157027
2022-07-11 04:00:19.061,,,1.001280599805068
2022-07-11 04:01:00.951,20632.291728971868,,
2022-07-11 04:01:25.822,,1154.2622738242667,
2022-07-11 05:00:13.972,,,0.9998647139773534
2022-07-11 05:00:20.903,,1149.518700067694,
2022-07-11 05:00:46.196,20528.393868536976,,
2022-07-11 06:00:41.236,,,1.0005197055826538
2022-07-11 06:01:01.859,,1149.4861150931986,
2022-07-11 06:01:24.997,20528.66400158503,,
2022-07-11 07:00:06.059,20437.573051025076,,
2022-07-11 07:00:06.325,,,1.0007386436102832
2022-07-11 07:00:40.832,,1141.6778973506555,
2022-07-11 08:00:02.570,,1144.3551454081846,
2022-07-11 08:00:02.798,20458.831179578166,,
2022-07-11 08:00:02.947,,,1.0005357626421811
2022-07-11 09:00:05.285,20550.98958995931,,
2022-07-11 09:01:43.854,,,1.0006170018971032
2022-07-11 09:01:48.960,,1143.3784230050148,
2022-07-11 10:00:10.006,,1147.3823202814367,
2022-07-11 10:00:47.895,,,1.0002630304027893
2022-07-11 10:00:52.375,20548.253157337414,,
2022-07-11 11:00:09.671,,1145.7936832756277,
2022-07-11 11:01:02.826,20567.88297939483,,
2022-07-11 11:03:19.372,,,1.0020095000535796
2022-07-11 12:00:04.127,20461.368340036766,,
2022-07-11 12:00:47.929,,,0.9998968619349997
2022-07-11 12:01:36.607,,1143.8548659665933,
2022-07-11 13:01:15.341,,,0.9997681160523262
2022-07-11 13:01:20.108,,1151.4010368691524,
2022-07-11 13:01:51.862,20583.632606485502,,
2022-07-11 14:00:25.250,,1139.0503076601078,
2022-07-11 14:00:51.727,,,0.9993554090785561
2022-07-11 14:02:08.292,20446.074318648036,,
2022-07-11 15:00:57.008,,,0.9990983029351894
2022-07-11 15:01:08.350,20402.976831119686,,
2022-07-11 15:01:13.796,,1140.5324429520138,
2022-07-11 16:00:40.972,20423.041608140284,,
2022-07-11 16:00:47.004,,,1.0000378408181139
2022-07-11 16:01:03.316,,1139.822803420914,
2022-07-11 17:00:33.433,20485.32146485702,,
2022-07-11 17:00:51.942,,1145.0363380622737,
2022-07-11 17:00:56.535,,,1.0012224861853476
2022-07-11 18:00:09.311,20615.37919886785,,
2022-07-11 18:00:16.510,,1152.9152689232108,
2022-07-11 18:01:39.120,,,0.999773684347644
2022-07-11 19:00:03.740,,1153.2081030372904,
2022-07-11 19:01:07.547,,,1.0034324231875467
2022-07-11 19:01:32.377,20661.975363381054,,
2022-07-11 20:00:24.118,,,1.0003888721963614
2022-07-11 20:01:16.592,20513.231424304686,,
2022-07-11 20:01:53.229,,1141.3225271913682,
2022-07-11 21:01:12.724,20467.165948528767,,
2022-07-11 21:01:12.851,,,1.0008432509758003
2022-07-11 21:01:16.911,,1139.5497551451738,
2022-07-11 22:00:49.781,20328.664022834084,,
2022-07-11 22:00:52.587,,,1.0028498147926654
2022-07-11 22:00:53.976,,1126.9225380659796,
2022-07-11 23:00:11.390,,1099.924720086845,
2022-07-11 23:00:52.641,,,1.0008243052532253
2022-07-11 23:01:44.924,20062.918477275754,,
2022-07-12 00:00:54.685,,,1.0002150088569561
2022-07-12 00:01:06.624,,1096.7354583628346,
2022-07-12 00:01:28.494,19961.62590051541,,
2022-07-12 01:00:06.460,,,1.0004626582580387
2022-07-12 01:01:02.395,19851.09531096704,,
2022-07-12 01:03:33.694,,1086.71773866906,
2022-07-12 02:00:11.445,19899.728991345895,,
2022-07-12 02:02:26.797,,1091.9426751630403,
2022-07-12 02:02:32.025,,,1.0006991457587275
2022-07-12 03:00:50.324,19967.60020613295,,
2022-07-12 03:01:26.064,,,1.0003754340270454
2022-07-12 03:01:55.061,,1091.205310012796,
2022-07-12 04:00:52.017,,,0.9999344423119666
